,TRANSCOR.NS,TRANSCORP INTERNATIONAL LTD.,,,,,,TRANSCOR
,VISESHINFO.NS,VISESH INFOTECNICS LTD.,,,,,,VISESHINFO
,CEREBRAINT.NS,CEREBRA INTEGRATED TECHNOLOGIES LTD.,,,,,,CEREBRAINT
,NEXTMEDIA.NS,NEXT MEDIAWORKS LTD.,,,,,,NEXTMEDIA
,SMARTLINK.NS,Smartlink Holdings Ltd,,,,,,SMARTLINK
,GODREJCP.NS,GODREJ CONSUMER PRODUCTS LTD.,,,,,,GODREJCP
,GENUSPRIME.NS,Genus Prime Infra Ltd,,,,,,GENUSPRIME
,BFUTILITIE.NS,BF UTILITIES LTD.-$,,,,,,BFUTILITIE
,UNITDSPR.NS,UNITED SPIRITS LTD.,,,,,,UNITDSPR
,SANINFRA.NS,Sanmit Infra Limited,,,,,,SANINFRA
,OLECTRA.NS,Olectra Greentech Ltd,,,,,,OLECTRA
,MPSLTD.NS,MPS LTD.,,,,,,MPSLTD
,CERA.NS,CERA SANITARYWARE LTD.,,,,,,CERA
,TSPIRITUAL.NS,T.SPIRITUAL WORLD LTD.,,,,,,TSPIRITUAL
,BHARTIARTL.NS,BHARTI AIRTEL LTD.,,,,,,BHARTIARTL
,SHALIWIR.NS,SHALIMAR WIRES INDUSTRIES LTD.,,,,,,SHALIWIR
,COMPINFO.NS,COMPUAGE INFOCOM LTD.,,,,,,COMPINFO
,GULPOLY.NS,GULSHAN POLYOLS LTD.,,,,,,GULPOLY
,PONNIERODE.NS,PONNI SUGARS (ERODE) LTD.,,,,,,PONNIERODE
,PNB.NS,PUNJAB NATIONAL BANK,,,,,,PNB
,OFSS.NS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,,,,,,OFSS
,HAZOOR.NS,HAZOOR MULTI PROJECTS LTD.-$,,,,,,HAZOOR
,KAMAHOLD.NS,Kama Holdings Limited-$,,,,,,KAMAHOLD
,APTECHT.NS,APTECH LTD.,,,,,,APTECHT
,UNIONBANK.NS,UNION BANK OF INDIA,,,,,,UNIONBANK
,UBL.NS,UNITED BREWERIES LTD.-$,,,,,,UBL
,ISMTLTD.NS,ISMT LTD.,,,,,,ISMTLTD
,NOIDATOLL.NS,NOIDA TOLL BRIDGE COMPANY LTD.,,,,,,NOIDATOLL
,GRANULES.NS,GRANULES INDIA LTD.-$,,,,,,GRANULES
,CANBK.NS,CANARA BANK,,,,,,CANBK
,BLIL.NS,BALMER LAWRIE INVESTMENTS LTD.,,,,,,BLIL
,POKARNA.NS,POKARNA LTD.,,,,,,POKARNA
,DIVISLAB.NS,DIVI'S LABORATORIES LTD.,,,,,,DIVISLAB
,ASTRAMICRO.NS,ASTRA MICROWAVE PRODUCTS LTD.,,,,,,ASTRAMICRO
,RADICO.NS,RADICO KHAITAN LTD.,,,,,,RADICO
,MARUTI.NS,MARUTI SUZUKI INDIA LTD.,,,,,,MARUTI
,RAJPALAYAM.NS,RAJAPALAYAM MILLS LTD.-$,,,,,,RAJPALAYAM
,NAVINFLUOR.NS,Navin Fluorine International Limited-$,,,,,,NAVINFLUOR
,UCOBANK.NS,UCO BANK,,,,,,UCOBANK
,BAGFILMS.NS,B.A.G.FILMS & MEDIA LTD.,,,,,,BAGFILMS
,JSL.NS,JINDAL STAINLESS LTD.,,,,,,JSL
,SUPRAJIT.NS,SUPRAJIT ENGINEERING LTD.-$,,,,,,SUPRAJIT
,TVSELECT.NS,TVS ELECTRONICS LTD.,,,,,,TVSELECT
,IGL.NS,INDRAPRASTHA GAS LTD.,,,,,,IGL
,TVTODAY.NS,TV TODAY NETWORK LTD.,,,,,,TVTODAY
,PALREDTEC.NS,Palred Technologies Limited,,,,,,PALREDTEC
,PETRONET.NS,PETRONET LNG LTD.,,,,,,PETRONET
,BIOCON.NS,BIOCON LTD.,,,,,,BIOCON
,PTC.NS,PTC INDIA LTD.,,,,,,PTC
,MAHABANK.NS,BANK OF MAHARASHTRA,,,,,,MAHABANK
,RKFORGE.NS,RAMKRISHNA FORGINGS LTD.,,,,,,RKFORGE
,DATAMATICS.NS,DATAMATICS GLOBAL SERVICES LTD.,,,,,,DATAMATICS
,NDTV.NS,NEW DELHI TELEVISION LTD.,,,,,,NDTV
,STAR.NS,Strides Pharma Science Ltd,,,,,,STAR
,JPASSOCIAT.NS,JAIPRAKASH ASSOCIATES LTD.,,,,,,JPASSOCIAT
,ULTRACEMCO.NS,ULTRATECH CEMENT LTD.,,,,,,ULTRACEMCO
,UNOMINDA.NS,UNO Minda Ltd-$,,,,,,UNOMINDA
,TCS.NS,TATA CONSULTANCY SERVICES LTD.,,,,,,TCS
,COFORGE.NS,Coforge Ltd,,,,,,COFORGE
,GULFPETRO.NS,GP Petroleums Limited,,,,,,GULFPETRO
,CENTURYPLY.NS,CENTURY PLYBOARDS (I) LTD.-$,,,,,,CENTURYPLY
,WELENT.NS,Welspun Enterprises Ltd,,,,,,WELENT
,NTPC.NS,NTPC LTD.,,,,,,NTPC
,SALSTEEL.NS,S.A.L.STEEL LTD.,,,,,,SALSTEEL
,JBMA.NS,JBM AUTO LTD.,,,,,,JBMA
,DWARKESH.NS,DWARIKESH SUGAR INDUSTRIES LTD.,,,,,,DWARKESH
,INDOCO.NS,INDOCO REMEDIES LTD.,,,,,,INDOCO
,VIPCLOTHNG.NS,VIP Clothing Ltd,,,,,,VIPCLOTHNG
,IMPEXFERRO.NS,IMPEX FERRO TECH LTD.,,,,,,IMPEXFERRO
,XCHANGING.NS,XCHANGING SOLUTIONS LTD.,,,,,,XCHANGING
,JETAIRWAYS.NS,JET AIRWAYS (INDIA) LTD.,,,,,,JETAIRWAYS
,MORARJEE.NS,MORARJEE TEXTILES LTD.,,,,,,MORARJEE
,JINDALPHOT.NS,JINDAL PHOTO LTD.,,,,,,JINDALPHOT
,POCL.NS,PONDY OXIDES & CHEMICALS LTD.,,,,,,POCL
,JPPOWER.NS,Jaiprakash Power Ventures Limited,,,,,,JPPOWER
,3IINFOLTD.NS,3I INFOTECH LTD.,,,,,,3IINFOLTD
,MBECL.NS,MCNALLY BHARAT ENGINEERING COMPANY LTD.,,,,,,MBECL
,GOKEX.NS,GOKALDAS EXPORTS LTD.,,,,,,GOKEX
,ALLSEC.NS,ALLSEC TECHNOLOGIES LTD.,,,,,,ALLSEC
,IIFL.NS,IIFL Finance Ltd,,,,,,IIFL
,MANGALAM.NS,MANGALAM DRUGS & ORGANICS LTD.,,,,,,MANGALAM
,SHOPERSTOP.NS,SHOPPERS STOP LTD.,,,,,,SHOPERSTOP
,CYBERMEDIA.NS,CYBER MEDIA (INDIA) LTD.,,,,,,CYBERMEDIA
,NDL.NS,Nandan Denim Limited,,,,,,NDL
,JSWHL.NS,JSW Holdings Limited,,,,,,JSWHL
,JKCEMENT.NS,J.K.CEMENT LTD.,,,,,,JKCEMENT
,BEEYU.NS,BEEYU OVERSEAS LTD.,,,,,,BEEYU
,YESBANK.NS,YES BANK LTD.,,,,,,YESBANK
,NECLIFE.NS,NECTAR LIFESCIENCES LTD.,,,,,,NECLIFE
,MSPL.NS,MSP STEEL & POWER LTD.,,,,,,MSPL
,SPLIL.NS,SPL INDUSTRIES LTD.,,,,,,SPLIL
,KTKBANK.NS,KARNATAKA BANK LTD.,,,,,,KTKBANK
,MCLEODRUSS.NS,MCLEOD RUSSEL INDIA LTD.,,,,,,MCLEODRUSS
,FACORALL.NS,FACOR ALLOYS LTD.,,,,,,FACORALL
,IDFC.NS,IDFC LIMITED,,,,,,IDFC
,RML.NS,RANE (MADRAS) LTD.,,,,,,RML
,HTMEDIA.NS,HT MEDIA LTD.,,,,,,HTMEDIA
,SASKEN.NS,Sasken Technologies Ltd,,,,,,SASKEN
,FCSSOFT.NS,FCS SOFTWARE SOLUTIONS LTD.,,,,,,FCSSOFT
,SUZLON.NS,SUZLON ENERGY LTD.,,,,,,SUZLON
,AURIONPRO.NS,AURIONPRO SOLUTIONS LTD.,,,,,,AURIONPRO
,RENUKA.NS,SHREE RENUKA SUGARS LTD.,,,,,,RENUKA
,KMSUGAR.NS,K.M.SUGAR MILLS LTD.,,,,,,KMSUGAR
,BASML.NS,BANNARI AMMAN SPINNING MILLS LTD.,,,,,,BASML
,PBAINFRA.NS,PBA INFRASTRUCTURE LTD.,,,,,,PBAINFRA
,AIAENG.NS,AIA ENGINEERING LTD.,,,,,,AIAENG
,EKC.NS,EVEREST KANTO CYLINDER LTD.,,,,,,EKC
,KERNEX.NS,KERNEX MICROSYSTEMS (INDIA) LTD.,,,,,,KERNEX
,REPRO.NS,REPRO INDIA LTD.,,,,,,REPRO
,PVRINOX.NS,PVR Inox Ltd,,,,,,PVRINOX
,ASMS.NS,BARTRONICS INDIA LTD.,,,,,,ASMS
,CELEBRITY.NS,CELEBRITY FASHIONS LTD.,,,,,,CELEBRITY
,EDUCOMP.NS,EDUCOMP SOLUTIONS LTD.,,,,,,EDUCOMP
,NITINSPIN.NS,NITIN SPINNERS LTD.,,,,,,NITINSPIN
,ROHLTD.NS,ROYAL ORCHID HOTELS LTD.,,,,,,ROHLTD
,ENIL.NS,ENTERTAINMENT NETWORK (INDIA) LTD.,,,,,,ENIL
,CELLA.NS,Cella Space Ltd,,,,,,CELLA
,GSPL.NS,GUJARAT STATE PETRONET LTD.,,,,,,GSPL
,JAGRAN.NS,JAGRAN PRAKASHAN LTD.,,,,,,JAGRAN
,DYNPRO.NS,DYNEMIC PRODUCTS LTD.,,,,,,DYNPRO
,GVKPIL.NS,GVK POWER & INFRASTRUCTURE LTD.,,,,,,GVKPIL
,SADBHAV.NS,SADBHAV ENGINEERING LTD.,,,,,,SADBHAV
,SAKUMA.NS,SAKUMA EXPORTS LTD.,,,,,,SAKUMA
,KEC.NS,KEC INTERNATIONAL LTD.,,,,,,KEC
,GILLANDERS.NS,GILLANDERS ARBUTHNOT & CO.LTD.,,,,,,GILLANDERS
,INDOTECH.NS,INDO TECH TRANSFORMERS LTD.,,,,,,INDOTECH
,BLKASHYAP.NS,B.L.KASHYAP AND SONS LTD.,,,,,,BLKASHYAP
,M&MFIN.NS,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,,,,,,M&MFIN
,NITCO.NS,NITCO LTD.,,,,,,NITCO
,MPDL.NS,MPDL Ltd,,,,,,MPDL
,SOLARINDS.NS,SOLAR INDUSTRIES INDIA LTD.,,,,,,SOLARINDS
,GALLANTT.NS,Gallantt Ispat Ltd,,,,,,GALLANTT
,MALUPAPER.NS,MALU PAPER MILLS LTD.,,,,,,MALUPAPER
,UTTAMSUGAR.NS,UTTAM SUGAR MILLS LTD.,,,,,,UTTAMSUGAR
,SGL.NS,STL GLOBAL LTD.,,,,,,SGL
,KKCL.NS,KEWAL KIRAN CLOTHING LTD.,,,,,,KKCL
,SUNTV.NS,SUN TV NETWORK LTD.,,,,,,SUNTV
,GPIL.NS,GODAWARI POWER & ISPAT LTD.,,,,,,GPIL
,RSYSTEMS.NS,R Systems International Limited,,,,,,RSYSTEMS
,EMKAY.NS,EMKAY GLOBAL FINANCIAL SERVICES LTD.,,,,,,EMKAY
,TCLCONS.NS,TANTIA CONSTRUCTIONS LTD.,,,,,,TCLCONS
,LOKESHMACH.NS,LOKESH MACHINES LTD.,,,,,,LOKESHMACH
,KAMDHENU.NS,Kamdhenu Ltd,,,,,,KAMDHENU
,PAUSHAKLTD.NS,PAUSHAK LTD.,,,,,,PAUSHAKLTD
,GTNTEX.NS,GTN TEXTILES LTD.,,,,,,GTNTEX
,INDICAP.NS,Inditrade Capital Limited,,,,,,INDICAP
,PFOCUS.NS,PRIME FOCUS LTD.,,,,,,PFOCUS
,ALLCARGO.NS,ALLCARGO LOGISTICS LTD.,,,,,,ALLCARGO
,GMRINFRA.NS,GMR Airports Infrastructure Ltd,,,,,,GMRINFRA
,TECHM.NS,TECH MAHINDRA LTD.,,,,,,TECHM
,CIEINDIA.NS,CIE Automotive India Ltd,,,,,,CIEINDIA
,VOLTAMP.NS,VOLTAMP TRANSFORMERS LTD.,,,,,,VOLTAMP
,ATLANTAA.NS,Atlantaa Ltd,,,,,,ATLANTAA
,DEEPENR.NS,Deep Energy Resources Ltd,,,,,,DEEPENR
,HOVS.NS,HOV SERVICES LTD.,,,,,,HOVS
,ACE.NS,ACTION CONSTRUCTION EQUIPMENT LTD.,,,,,,ACE
,GEECEE.NS,GeeCee Ventures Limited,,,,,,GEECEE
,FIEMIND.NS,FIEM INDUSTRIES LTD.,,,,,,FIEMIND
,JHS.NS,JHS SVENDGAARD LABORATORIES LTD.,,,,,,JHS
,DCBBANK.NS,DCB Bank Limited,,,,,,DCBBANK
,GLOBALVECT.NS,GLOBAL VECTRA HELICORP LTD.,,,,,,GLOBALVECT
,INSPIRISYS.NS,Inspirisys Solutions Ltd,,,,,,INSPIRISYS
,GTLINFRA.NS,GTL INFRASTRUCTURE LTD.,,,,,,GTLINFRA
,SHIVAMAUTO.NS,SHIVAM AUTOTECH LTD.,,,,,,SHIVAMAUTO
,NAUKRI.NS,INFO EDGE (INDIA) LTD.,,,,,,NAUKRI
,TORNTPOWER.NS,TORRENT POWER LTD.,,,,,,TORNTPOWER
,PARSVNATH.NS,PARSVNATH DEVELOPERS LTD.,,,,,,PARSVNATH
,SUTLEJTEX.NS,SUTLEJ TEXTILES & INDUSTRIES LTD.,,,,,,SUTLEJTEX
,LTFOODS.NS,LT FOODS LTD.,,,,,,LTFOODS
,SOBHA.NS,Sobha Limited,,,,,,SOBHA
,RUCHIRA.NS,RUCHIRA PAPERS LTD.,,,,,,RUCHIRA
,TANLA.NS,Tanla Platforms Ltd,,,,,,TANLA
,ZEEMEDIA.NS,Zee Media Corporation Limited,,,,,,ZEEMEDIA
,LUMAXTECH.NS,LUMAX AUTO TECHNOLOGIES LTD.,,,,,,LUMAXTECH
,AUTOIND.NS,AUTOLINE INDUSTRIES LTD.,,,,,,AUTOIND
,NETWORK18.NS,NETWORK18 MEDIA & INVESTMENTS LTD.,,,,,,NETWORK18
,HUBTOWN.NS,HUBTOWN LTD.,,,,,,HUBTOWN
,TV18BRDCST.NS,TV18 BROADCAST LTD.,,,,,,TV18BRDCST
,CTE.NS,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,,,,,,CTE
,TIIL.NS,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,,,,,,TIIL
,REDINGTON.NS,Redington Ltd,,,,,,REDINGTON
,AICHAMP.NS,AI CHAMPDANY INDUSTRIES LTD.,,,,,,AICHAMP
,CINELINE.NS,Cineline India Limited,,,,,,CINELINE
,PGIL.NS,Pearl Global Industries Limited,,,,,,PGIL
,FSL.NS,FIRSTSOURCE SOLUTIONS LTD.,,,,,,FSL
,PFC.NS,POWER FINANCE CORPORATION LTD.,,,,,,PFC
,AHLUCONT.NS,AHLUWALIA CONTRACTS (INDIA) LTD.,,,,,,AHLUCONT
,TFL.NS,TRANSWARRANTY FINANCE LTD.,,,,,,TFL
,INDIANB.NS,INDIAN BANK,,,,,,INDIANB
,SMSPHARMA.NS,SMS PHARMACEUTICALS LTD.,,,,,,SMSPHARMA
,ORIENTALTL.NS,ORIENTAL TRIMEX LTD.,,,,,,ORIENTALTL
,ELAND.NS,E-Land Apparel Limited,,,,,,ELAND
,IDEA.NS,Vodafone Idea Ltd,,,,,,IDEA
,JAGJANANI.NS,JAGJANANI TEXTILES LTD.,,,,,,JAGJANANI
,RAJTV.NS,RAJ TELEVISION NETWORK LTD.,,,,,,RAJTV
,PAGEIND.NS,PAGE INDUSTRIES LTD.,,,,,,PAGEIND
,AMDIND.NS,AMD INDUSTRIES LTD.,,,,,,AMDIND
,LEHAR.NS,Lehar Footwears Ltd,,,,,,LEHAR
,ASTRAL.NS,Astral Ltd,,,,,,ASTRAL
,IBREALEST.NS,INDIABULLS REAL ESTATE LTD.,,,,,,IBREALEST
,CAMLINFINE.NS,CAMLIN FINE SCIENCES LTD.,,,,,,CAMLINFINE
,ICRA.NS,ICRA LTD.,,,,,,ICRA
,DISHTV.NS,DISH TV INDIA LTD.,,,,,,DISHTV
,SAHYADRI.NS,SAHYADRI INDUSTRIES LTD.,,,,,,SAHYADRI
,SRHHYPOLTD.NS,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,,,,,,SRHHYPOLTD
,FORTIS.NS,FORTIS HEALTHCARE LTD.,,,,,,FORTIS
,TGBHOTELS.NS,TGB BANQUETS AND HOTELS LTD.,,,,,,TGBHOTELS
,HILTON.NS,HILTON METAL FORGING LTD.,,,,,,HILTON
,DELTACORP.NS,DELTA CORP LTD.,,,,,,DELTACORP
,MICEL.NS,MIC ELECTRONICS LTD.,,,,,,MICEL
,INSECTICID.NS,INSECTICIDES (INDIA) LTD.,,,,,,INSECTICID
,ASAHISONG.NS,ASAHI SONGWON COLORS LTD.,,,,,,ASAHISONG
,HARYNACAP.NS,HARYANA CAPFIN LTD.,,,,,,HARYNACAP
,TIMETECHNO.NS,TIME TECHNOPLAST LTD.,,,,,,TIMETECHNO
,HGS.NS,HINDUJA GLOBAL SOLUTIONS LTD.,,,,,,HGS
,NELCAST.NS,NELCAST LTD.,,,,,,NELCAST
,V2RETAIL.NS,V2 RETAIL LTD.,,,,,,V2RETAIL
,DLF.NS,DLF LTD.,,,,,,DLF
,TARMAT.NS,TARMAT LTD.,,,,,,TARMAT
,ANKITMETAL.NS,ANKIT METAL & POWER LTD.,,,,,,ANKITMETAL
,SPARC.NS,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,,,,,,SPARC
,ADSL.NS,ALLIED DIGITAL SERVICES LTD.,,,,,,ADSL
,ALPA.NS,ALPA LABORATORIES LTD.,,,,,,ALPA
,SSLEL.NS,SIR SHADI LAL ENTERPRISES LTD.,,,,,,SSLEL
,OMAXE.NS,OMAXE LTD.,,,,,,OMAXE
,REFEX.NS,Refex Industries Limited,,,,,,REFEX
,CENTRALBK.NS,CENTRAL BANK OF INDIA,,,,,,CENTRALBK
,SELMC.NS,SEL MANUFACTURING COMPANY LTD.,,,,,,SELMC
,ASIANTILES.NS,ASIAN GRANITO INDIA LTD.,,,,,,ASIANTILES
,KPRMILL.NS,K.P.R. Mill Limited,,,,,,KPRMILL
,TAKE.NS,TAKE SOLUTIONS LTD.,,,,,,TAKE
,PURVA.NS,Puravankara Ltd,,,,,,PURVA
,MOTILALOFS.NS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,,,,,,MOTILALOFS
,VTMLTD.NS,VTM LTD.,,,,,,VTMLTD
,INDOWIND.NS,INDOWIND ENERGY LTD.,,,,,,INDOWIND
,NAGREEKCAP.NS,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,,,,,,NAGREEKCAP
,MAGNUM.NS,MAGNUM VENTURES LTD.,,,,,,MAGNUM
,POWERGRID.NS,POWER GRID CORPORATION OF INDIA LTD.,,,,,,POWERGRID
,KSCL.NS,KAVERI SEED COMPANY LTD.,,,,,,KSCL
,PAISALO.NS,Paisalo Digital Ltd,,,,,,PAISALO
,SUPREMEINF.NS,SUPREME INFRASTRUCTURE INDIA LTD.,,,,,,SUPREMEINF
,MAANALU.NS,MAAN ALUMINIUM LTD.,,,,,,MAANALU
,IL&FSENGG.NS,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,,,,,,IL&FSENGG
,PARLEIND.NS,Parle Industries Ltd,,,,,,PARLEIND
,RELIGARE.NS,RELIGARE ENTERPRISES LTD.,,,,,,RELIGARE
,BVCL.NS,BARAK VALLEY CEMENTS LTD.,,,,,,BVCL
,RATHIBAR.NS,RATHI BARS LTD.,,,,,,RATHIBAR
,ADANIPORTS.NS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,,,,,,ADANIPORTS
,EDELWEISS.NS,Edelweiss Financial Services Ltd.,,,,,,EDELWEISS
,RGL.NS,Renaissance Global Ltd,,,,,,RGL
,KOLTEPATIL.NS,KOLTE-PATIL DEVELOPERS LTD.,,,,,,KOLTEPATIL
,JYOTHYLAB.NS,Jyothy Labs Ltd,,,,,,JYOTHYLAB
,ECLERX.NS,ECLERX SERVICES LTD.,,,,,,ECLERX
,TRIL.NS,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,,,,,,TRIL
,BRIGADE.NS,BRIGADE ENTERPRISES LTD.,,,,,,BRIGADE
,BGRENERGY.NS,BGR ENERGY SYSTEMS LTD.,,,,,,BGRENERGY
,BURNPUR.NS,BURNPUR CEMENT LTD.,,,,,,BURNPUR
,MANAKSIA.NS,MANAKSIA LTD.,,,,,,MANAKSIA
,PORWAL.NS,PORWAL AUTO COMPONENTS LTD.,,,,,,PORWAL
,PPAP.NS,PPAP Automotive Limited,,,,,,PPAP
,ARIES.NS,ARIES AGRO LTD.,,,,,,ARIES
,KUANTUM.NS,KUANTUM PAPERS LTD.,,,,,,KUANTUM
,RPOWER.NS,RELIANCE POWER LTD.,,,,,,RPOWER
,JKIL.NS,J.KUMAR INFRAPROJECTS LTD.,,,,,,JKIL
,CORDSCABLE.NS,CORDS CABLE INDUSTRIES LTD.,,,,,,CORDSCABLE
,KNRCON.NS,KNR CONSTRUCTIONS LTD.,,,,,,KNRCON
,ONMOBILE.NS,OnMobile Global Ltd.,,,,,,ONMOBILE
,SEPC.NS,SEPC Ltd,,,,,,SEPC
,BANG.NS,BANG OVERSEAS LTD.,,,,,,BANG
,IRB.NS,IRB INFRASTRUCTURE DEVELOPERS LTD.,,,,,,IRB
,GSS.NS,GSS INFOTECH LTD.,,,,,,GSS
,NAHARCAP.NS,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,,,,,,NAHARCAP
,VGUARD.NS,V-GUARD INDUSTRIES LTD.,,,,,,VGUARD
,RECLTD.NS,REC Ltd,,,,,,RECLTD
,GOKAKTEX.NS,GOKAK TEXTILES LTD.,,,,,,GOKAKTEX
,DHANI.NS,Dhani Services Ltd,,,,,,DHANI
,TITAGARH.NS,Titagarh Rail Systems Ltd,,,,,,TITAGARH
,KIRIINDUS.NS,KIRI INDUSTRIES LTD.,,,,,,KIRIINDUS
,BIRLAMONEY.NS,ADITYA BIRLA MONEY LTD.-$,,,,,,BIRLAMONEY
,JAIBALAJI.NS,JAI BALAJI INDUSTRIES LTD.,,,,,,JAIBALAJI
,BAJAJ-AUTO.NS,BAJAJ AUTO LTD.,,,,,,BAJAJ-AUTO
,BAJAJFINSV.NS,BAJAJ FINSERV LTD.,,,,,,BAJAJFINSV
,GOKUL.NS,GOKUL REFOILS & SOLVENT LTD.,,,,,,GOKUL
,RPGLIFE.NS,RPG LIFE SCIENCES LTD.,,,,,,RPGLIFE
,KTKSENSEX.NS,Kotak S&P BSE Sensex ETF,,,,,,KTKSENSEX
,NIRAJ.NS,NIRAJ CEMENT STRUCTURALS LTD.,,,,,,NIRAJ
,RBL.NS,RANE BRAKE LINING LTD.,,,,,,RBL
,RANEENGINE.NS,RANE ENGINE VALVE LTD.,,,,,,RANEENGINE
,BAFNAPH.NS,BAFNA PHARMACEUTICALS LTD.,,,,,,BAFNAPH
,CHLLTD.NS,CHL LTD.,,,,,,CHLLTD
,ARCHIDPLY.NS,ARCHIDPLY INDUSTRIES LTD.,,,,,,ARCHIDPLY
,LOTUSEYE.NS,Lotus Eye Hospital And Institute Ltd,,,,,,LOTUSEYE
,SOMICONVEY.NS,SOMI CONVEYOR BELTINGS LTD.,,,,,,SOMICONVEY
,LGBFORGE.NS,LGB FORGE LTD.,,,,,,LGBFORGE
,LPDC.NS,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,,,,,,LPDC
,SICAGEN.NS,SICAGEN INDIA LTD.,,,,,,SICAGEN
,SIMPLXMIL.NS,SIMPLEX MILLS COMPANY LTD.,,,,,,SIMPLXMIL
,SIMPLXPAP.NS,SIMPLEX PAPERS LTD.,,,,,,SIMPLXPAP
,20MICRONS.NS,20 MICRONS LTD.,,,,,,20MICRONS
,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd,,,,,,ZFCVINDIA
,ALKALI.NS,ALKALI METALS LTD.,,,,,,ALKALI
,ISGEC.NS,ISGEC Heavy Engineering Ltd,,,,,,ISGEC
,IMFA.NS,INDIAN METALS & FERRO ALLOYS LTD.,,,,,,IMFA
,TPHQ.NS,Teamo Productions HQ Ltd,,,,,,TPHQ
,VEDAVAAG.NS,VEDAVAAG SYSTEMS LTD.,,,,,,VEDAVAAG
,MANJEERA.NS,MANJEERA CONSTRUCTIONS LTD.,,,,,,MANJEERA
,MOLDTKPAC.NS,Mold-Tek Packaging Limited,,,,,,MOLDTKPAC
,MHRIL.NS,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,,,,,,MHRIL
,EXCEL.NS,Excel Realty N Infra Ltd,,,,,,EXCEL
,ROML.NS,RAJ OIL MILLS LTD.,,,,,,ROML
,BENGALASM.NS,BENGAL & ASSAM COMPANY LTD.,,,,,,BENGALASM
,ADANIPOWER.NS,ADANI POWER LTD.,,,,,,ADANIPOWER
,NHPC.NS,NHPC LTD.,,,,,,NHPC
,SURYAAMBA.NS,SURYAAMBA SPINNING MILLS LTD.,,,,,,SURYAAMBA
,GLOBUSSPR.NS,GLOBUS SPIRITS LTD.,,,,,,GLOBUSSPR
,OIL.NS,OIL INDIA LTD.,,,,,,OIL
,BTTL.NS,BHILWARA TECHNICAL TEXTILES LTD.,,,,,,BTTL
,SPSL.NS,SHREE PRECOATED STEELS LTD.,,,,,,SPSL
,EXPLEOSOL.NS,Expleo Solutions Ltd,,,,,,EXPLEOSOL
,RTNPOWER.NS,RattanIndia Power Limited,,,,,,RTNPOWER
,DEN.NS,Den Networks Ltd,,,,,,DEN
,ASTEC.NS,ASTEC LIFESCIENCES LIMITED,,,,,,ASTEC
,DLINKINDIA.NS,D-Link (India) Ltd,,,,,,DLINKINDIA
,JSWENERGY.NS,JSW Energy Ltd,,,,,,JSWENERGY
,ESSARSEC.NS,Essar Securities Ltd,,,,,,ESSARSEC
,GODREJPROP.NS,Godrej Properties Ltd,,,,,,GODREJPROP
,DBCORP.NS,D B Corp Ltd,,,,,,DBCORP
,MBLINFRA.NS,MBL Infrastructure Ltd,,,,,,MBLINFRA
,JUBLFOOD.NS,Jubilant FoodWorks Ltd,,,,,,JUBLFOOD
,VASCONEQ.NS,Vascon Engineers Ltd,,,,,,VASCONEQ
,THANGAMAYL.NS,Thangamayil Jewellery Ltd,,,,,,THANGAMAYL
,DBREALTY.NS,D B Realty Ltd,,,,,,DBREALTY
,EMMBI.NS,Emmbi Industries Ltd,,,,,,EMMBI
,HATHWAY.NS,Hathway Cable & Datacom Ltd,,,,,,HATHWAY
,TEXMOPIPES.NS,TEXMO PIPES & PRODUCTS LTD.,,,,,,TEXMOPIPES
,SUNDARAM.NS,SUNDARAM MULTI PAP LTD.,,,,,,SUNDARAM
,ROSSELLIND.NS,ROSSELL INDIA LTD.,,,,,,ROSSELLIND
,MANINFRA.NS,MAN INFRACONSTRUCTION LTD.,,,,,,MANINFRA
,TAMBOLIIN.NS,Tamboli Industries Ltd,,,,,,TAMBOLIIN
,IL&FSTRANS.NS,IL&FS Transportation Networks Ltd,,,,,,IL&FSTRANS
,PERSISTENT.NS,PERSISTENT SYSTEMS LTD.,,,,,,PERSISTENT
,ISFT.NS,INTRASOFT TECHNOLOGIES LTD.,,,,,,ISFT
,KCPSUGIND.NS,KCP SUGAR & INDUSTRIES CORPORATION LTD.,,,,,,KCPSUGIND
,KECL.NS,Kirloskar Electric Company Ltd,,,,,,KECL
,SATCH.NS,Satchmo Holdings Ltd,,,,,,SATCH
,TARAPUR.NS,Tarapur Transformers Ltd,,,,,,TARAPUR
,SJVN.NS,SJVN Ltd,,,,,,SJVN
,EMAMIPAP.NS,EMAMI PAPER MILLS LTD.,,,,,,EMAMIPAP
